lat,lon,l3_OSM,l4_OSM
-34.574207,-58.437037,Palermo,Las Cañitas
-34.5995248,-58.4015873,Balvanera,
-34.5895786,-58.4062962,Recoleta,
-34.6125615,-58.4300963,Almagro,
-34.5807178,-58.4576441,Chacarita,
-34.5924844,-58.4112957,Recoleta,
-34.5972734,-58.3904204,Recoleta,
-34.6020656,-58.4321567,Almagro,
-34.620027,-58.3876875,Constitución,
-34.6199583,-58.3850192,Constitución,
-34.620027,-58.3876875,Constitución,
-34.6213036,-58.3618302,Puerto Madero,
-34.5755847,-58.4843341,Villa Urquiza,
-34.5749839,-58.4646265,Villa Ortúzar,
-34.5757758,-58.4365116,Palermo,Las Cañitas
-34.5611943,-58.4503908,Belgrano,Barrio Chino
-34.5602131,-58.4559056,Belgrano,Barrio Chino
-34.602843,-58.386216,San Nicolás,
-34.6042523,-58.4167669,Almagro,
-34.58322906,-58.41345596,Palermo,Palermo Botánico
-34.6085016,-58.401298,Balvanera,Once
-34.5995537,-58.458229,La Paternal,
-34.6053017,-58.4726897,Villa General Mitre,
-34.6109806,-58.4643561,Villa General Mitre,
-34.6130484,-58.3985818,Balvanera,Once
-34.6558234,-58.509698,Mataderos,Naon
-34.618387,-58.371378,San Telmo,
-34.6041029,-58.5027476,Villa del Parque,
-34.5668699,-58.4906674,Villa Urquiza,
-34.6041029,-58.5027476,Villa del Parque,
-34.63084793,-58.47987747,Floresta,
-34.6118885,-58.4137217,Balvanera,
-34.62974167,-58.49908066,Vélez Sarsfield,
-34.5568622,-58.4668701,Núñez,
-34.6010518,-58.41258,Almagro,Abasto
-34.618297,-58.407339,Balvanera,
-34.5983867,-58.4463943,Villa Crespo,
-34.604698,-58.451149,Villa Crespo,
-34.631652,-58.409547,Parque Patricios,
-34.6008083804,-58.469968273,La Paternal,
-34.6015061,-58.4557774,Villa Crespo,
-34.591954,-58.507047,Villa Devoto,
-34.596484,-58.376901,Retiro,
-34.5668213,-58.4641622,Belgrano,Belgrano R
-34.5958701,-58.4028154,Recoleta,
-34.60557,-58.376625,San Nicolás,
-34.619028,-58.403965,San Cristóbal,
-34.5708593,-58.4912421,Villa Urquiza,
-34.6087268,-58.4186258,Almagro,
-34.610256,-58.388762,Monserrat,
-34.5984875,-58.3946539,Recoleta,
-34.5987286,-58.3968508,Recoleta,
-34.5987286,-58.3968508,Recoleta,
-34.6255837,-58.4535514,Caballito,
-34.603713,-58.379169,San Nicolás,
-34.6002599,-58.3796887,San Nicolás,
-34.61184,-58.376059,Monserrat,
-34.5990869,-58.3794914,San Nicolás,
-34.596014,-58.453927,Chacarita,
-34.692505,-58.463819,Villa Riachuelo,
-34.62921906,-58.36723709,La Boca,
-34.623337,-58.3977098,San Cristóbal,
-34.6162545,-58.4653966,Flores,
-34.5423877,-58.4765076,Saavedra,
-34.598117,-58.386909,Retiro,
-34.5970107,-58.3744134,Retiro,
-34.6088905,-58.4398991,Caballito,
-34.60343933,-58.41704941,Almagro,
-34.6133759,-58.424987,Almagro,
-34.6010733,-58.4177088,Almagro,
-34.6021862,-58.4142255,Almagro,
-34.5811033,-58.4329971,Palermo,Palermo Hollywood
-34.5800231,-58.4046572,Palermo,Palermo Norte
-34.579065,-58.4303018,Palermo,Palermo Hollywood
-34.5836257,-58.4106975,Palermo,Palermo Norte
-34.5772479,-58.4138698,Palermo,Palermo Norte
-34.5845078,-58.417173,Palermo,Alto Palermo
-34.5674397,-58.4322919,Palermo,Las Cañitas
-34.582628858,-58.4322850369,Palermo,Palermo Hollywood
-34.5916093,-58.4187387,Palermo,Alto Palermo
-34.5775868,-58.4125714,Palermo,Palermo Botánico
-34.579065,-58.4303018,Palermo,Palermo Hollywood
-34.5811033,-58.4329971,Palermo,Palermo Hollywood
-34.5748325384,-58.4239024111,Palermo,Palermo Pacífico
-34.5831854,-58.4212499,Palermo,Alto Palermo
-34.5841254,-58.4268104,Palermo,Palermo Soho
-34.6405751,-58.3741344,Barracas,
-34.5585893,-58.4494088,Belgrano,Barrio Chino
-34.5585893,-58.4494088,Belgrano,Barrio Chino
-34.5605292,-58.4483653,Belgrano,Barrio Chino
-34.5638252815,-58.4364464744,Palermo,Las Cañitas
-34.5600102,-58.443431,Belgrano,Bajo Belgrano
-34.5629292,-58.4436931,Belgrano,Barrio Chino
-34.5637419625,-58.4430282804,Belgrano,
-34.564497,-58.44143,Palermo,
-34.566057,-58.463276,Belgrano,Belgrano R
-34.5612342,-58.4599894,Belgrano,
-34.5972357,-58.3951124,Recoleta,
-34.593557,-58.397163,Recoleta,
-34.5946064,-58.3952596,Recoleta,
-34.590501,-58.3989598,Recoleta,
-34.5857354,-58.4075719,Recoleta,
-34.5973687,-58.395985,Recoleta,
-34.5473167,-58.4905344,Saavedra,
-34.5473167,-58.4905344,Saavedra,
-34.6086383,-58.4007095,Balvanera,Once
-34.6162493,-58.4012738,Balvanera,Once
-34.6061709,-58.397767,Balvanera,
-34.6217229,-58.4443891,Caballito,
-34.6259715,-58.4446411,Caballito,
-34.6297725,-58.437016654,Parque Chacabuco,
-34.6272252,-58.4550607,Flores,
-34.6159733,-58.4377981,Caballito,
-34.6275977,-58.4454236,Caballito,
-34.6086689,-58.4405856,Caballito,
-34.6087853,-58.4401349,Caballito,
-34.6086689,-58.4405856,Caballito,
-34.6209886,-58.4326157,Caballito,
-34.6155086,-58.3800913,Monserrat,
-34.5834553,-58.4478804,Chacarita,
-34.5815584988,-58.4494908614,Chacarita,
-34.6382578,-58.5041433,Villa Luro,
-34.6382578,-58.5041433,Villa Luro,
-34.6382583,-58.5041464,Villa Luro,
-34.6382578,-58.5041433,Villa Luro,
-34.5881821,-58.4189616,Palermo,Alto Palermo
-34.590501,-58.3989598,Recoleta,
-34.5953073,-58.4043087,Recoleta,
-34.5897365,-58.4060477,Recoleta,
-34.5959265,-58.3962077,Recoleta,
-34.6044741,-58.3835591,San Nicolás,
-34.6024071,-58.3767575,San Nicolás,
-34.605253,-58.447128,Villa Crespo,
-34.6022682,-58.4366056,Villa Crespo,
-34.605253,-58.447128,Villa Crespo,
-34.5932274,-58.4319679,Villa Crespo,Palermo Soho
-34.5985289492,-58.4485090173,Villa Crespo,
-34.58579254,-58.47153854,Villa Ortúzar,
-34.5784089,-58.4914463,Villa Urquiza,
-34.6402062,-58.4242662,Parque Chacabuco,
-34.6402062,-58.4242662,Parque Chacabuco,
-34.6402062,-58.4242662,Parque Chacabuco,
-34.6403366,-58.4235789,Nueva Pompeya,
-34.6402062,-58.4242662,Parque Chacabuco,
-34.6402062,-58.4242662,Parque Chacabuco,
-34.61258,-58.4825169,Villa Santa Rita,
-34.6007212,-58.4906686,Villa del Parque,
-34.5847334,-58.5018146,Villa Pueyrredón,
-34.551448,-58.469575,Núñez,
-34.59243,-58.380157,Retiro,
-34.5826253,-58.4246979,Palermo,Palermo Soho
-34.566647,-58.462579,Belgrano,Belgrano R
-34.6473746654,-58.4851075006,Parque Avellaneda,
-34.6148809,-58.370306,Monserrat,
-34.5977627,-58.441481,Villa Crespo,
-34.5908782,-58.5132307,Villa Devoto,
-34.618906,-58.365555,Puerto Madero,
-34.636845,-58.4505919,Parque Chacabuco,Barrio Coreano
-34.639355,-58.514023,Liniers,
-34.640518,-58.39694,Parque Patricios,
-34.6254867,-58.4175788,Boedo,
-34.6240465,-58.4617946,Flores,
-34.6365401,-58.4588627,Flores,
-34.603453,-58.41465,Almagro,
-34.609924,-58.417248,Almagro,
-34.5828068,-58.4482828,Chacarita,
-34.58824,-58.438934,Palermo,
-34.5944843,-58.4022589,Recoleta,
-34.575789,-58.434022,Palermo,Las Cañitas
-34.553796,-58.449865,Belgrano,Barrio Chino
-34.5650012,-58.4640629,Belgrano,Belgrano R
-34.5644759,-58.4395022,Palermo,Las Cañitas
-34.6395347,-58.5112166,Liniers,
-34.63675,-58.472143,Floresta,
-34.5833,-58.4032,Palermo,La Isla
-34.588341,-58.406118,Recoleta,
-34.592341,-58.398803,Recoleta,
-34.5948002,-58.3928087,Recoleta,
-34.610394,-58.408642,Balvanera,Once
-34.608859,-58.402845,Balvanera,Once
-34.6070598,-58.3949243,Balvanera,
-34.6180391,-58.3873206,Constitución,
-34.619012,-58.377345,Constitución,
-34.5769773,-58.448772,Colegiales,
-34.607789,-58.386977,San Nicolás,
-34.5985289492,-58.4485090173,Villa Crespo,
-34.5798046,-58.4807729,Villa Urquiza,
-34.569235,-58.489231,Villa Urquiza,
-34.572371,-58.504621,Villa Urquiza,Barrio Albarellos
-34.621722,-58.420163,Boedo,
-34.60165,-58.41416,Almagro,
-34.5828255,-58.4389116,Palermo,Palermo Hollywood
-34.5765731,-58.4343942,Palermo,Palermo Hollywood
-34.65009,-58.40824,Nueva Pompeya,
-34.600473,-58.47619,La Paternal,
-34.5980137,-58.410685,Recoleta,
-34.608555,-58.508468,Villa Devoto,
-34.598027,-58.500916,Villa Devoto,
-34.6298023,-58.4989803,Vélez Sarsfield,
-34.596856,-58.404833,Recoleta,
-34.5953152,-58.3782031,Retiro,
-34.6120335,-58.4231765,Almagro,
-34.5606363,-58.4749579,Coghlan,
-34.5900991187,-58.4137165546,Palermo,Alto Palermo
-34.568414,-58.432816,Palermo,Las Cañitas
-34.5760629014,-58.432109536,Palermo,Las Cañitas
-34.580831,-58.424938,Palermo,Palermo Pacífico
-34.5663848,-58.4601341,Belgrano,Belgrano R
-34.596665,-58.403296,Recoleta,
-34.5873825,-58.3972762,Recoleta,La Isla
-34.6180929,-58.3901878,Constitución,
-34.627335,-58.375567,Barracas,
-34.605009,-58.383186,San Nicolás,
-34.6115752,-58.3630313,Puerto Madero,
-34.62153,-58.3617522,Puerto Madero,
-34.6261415,-58.4087414,San Cristóbal,
-34.5705179,-58.4914578,Villa Urquiza,
-34.574026,-58.500678,Villa Urquiza,
-34.634737,-58.404821,Parque Patricios,
-34.609041,-58.485288,Villa del Parque,
-34.6040756,-58.432411,Caballito,
-34.629105,-58.413153,Boedo,
-34.636426,-58.491966,Vélez Sarsfield,
-34.584384,-58.419585,Palermo,Palermo Botánico
-34.6205859,-58.4397399,Caballito,
-34.6371442,-58.5253111,Liniers,
-34.580779,-58.449793,Colegiales,
-34.6402577,-58.4297038,Parque Chacabuco,
-34.636428,-58.440758,Parque Chacabuco,
-34.6402577,-58.4297038,Parque Chacabuco,
-34.622376,-58.485117,Villa Santa Rita,
-34.639534,-58.468943,Flores,
-34.580048,-58.464518,Villa Ortúzar,
-34.57932,-58.465786,Villa Ortúzar,
-34.5769858,-58.5069343,Villa Pueyrredón,Barrio Albarellos
-34.6285692,-58.3628492,La Boca,Barrio Alfredo Palacios
-34.5446253,-58.4673951,Núñez,
-34.594879,-58.384295,Retiro,
-34.564579,-58.434938,Palermo,Las Cañitas
-34.565276,-58.441771,Palermo,
-34.556626,-58.458154,Belgrano,Barrio Chino
-34.5952693,-58.3985274,Recoleta,
-34.5905003622,-58.4108374488,Recoleta,
-34.591513,-58.379341,Retiro,
-34.617626,-58.443808,Caballito,
-34.61924,-58.369514,San Telmo,
-34.636426,-58.491966,Vélez Sarsfield,
-34.5836257,-58.4106975,Palermo,Palermo Norte
-34.595187,-58.397411,Recoleta,
-34.584011,-58.451129,Chacarita,
-34.62815,-58.487748,Floresta,
-34.5772961,-58.4072204,Palermo,Palermo Norte
-34.6170291,-58.4842801,Villa Santa Rita,
-34.6068302,-58.4349556,Caballito,
-34.61097,-58.418198,Almagro,
-34.6405092,-58.4720926,Parque Avellaneda,
-34.605884,-58.414961,Almagro,
-34.5895543,-58.3897391,Recoleta,La Isla
-34.5814811,-58.4090656,Palermo,Palermo Norte
-34.6210253,-58.4332695,Caballito,
-34.5628987,-58.4875215,Villa Urquiza,
-34.5639430553,-58.4700978265,Coghlan,
-34.5926827,-58.3761247,Retiro,
-34.596449,-58.4014984,Recoleta,
-34.6009058,-58.4045797,Balvanera,Abasto
-34.629618,-58.4733587,Flores,
-34.5460917,-58.4788238,Saavedra,
-34.5460917,-58.4788238,Saavedra,
-34.5961554,-58.3744007,Retiro,
-34.5719682,-58.4340926,Palermo,Las Cañitas
-34.5973005,-58.4202903,Palermo,
-34.58632,-58.431787,Palermo,Palermo Hollywood
-34.5788262,-58.4241574,Palermo,Palermo Pacífico
-34.611368,-58.390869,Monserrat,
-34.6243009,-58.4870108,Floresta,
-34.6308926,-58.4774521,Floresta,
-34.5927419,-58.406147,Recoleta,
-34.546912,-58.4784609,Saavedra,
-34.612088,-58.455282,Caballito,
-34.627388,-58.45152664,Caballito,
-34.660624,-58.5148077,Mataderos,Naon
-34.5832543,-58.447647,Chacarita,
-34.6011839,-58.3897185,San Nicolás,
-34.6009058,-58.4045797,Balvanera,Abasto
-34.5917476,-58.4091866,Recoleta,
-34.6051312,-58.3835599,San Nicolás,
-34.60324097,-58.45629501,Villa Crespo,
-34.6095506,-58.3634971,Puerto Madero,
-34.5871901,-58.4746771,Parque Chas,
-34.5999307,-58.484344,Villa del Parque,
-34.6032679,-58.3775485,San Nicolás,
-34.5480708,-58.4687892,Núñez,
-34.6096101,-58.4174078,Almagro,
-34.579165,-58.431378,Palermo,Palermo Hollywood
-34.5926076,-58.4108793,Recoleta,
-34.5926076,-58.4108793,Recoleta,
-34.5829655,-58.4370639,Palermo,Palermo Hollywood
-34.579165,-58.431378,Palermo,Palermo Hollywood
-34.5831278,-58.434179,Palermo,Palermo Hollywood
-34.5819488,-58.4270728,Palermo,Palermo Soho
-34.5963212,-58.4223045,Palermo,
-34.5819456,-58.4055603,Palermo,Palermo Norte
-34.5605912,-58.4635989,Belgrano,Belgrano R
-34.5588318,-58.4607596,Belgrano,
-34.5723968,-58.4475569,Colegiales,
-34.59365463,-58.39426804,Recoleta,
-34.585377,-58.404325,Recoleta,La Isla
-34.5897205,-58.3961034,Recoleta,La Isla
-34.6220593,-58.3783341,Constitución,
-34.6247716,-58.379089,Constitución,
-34.619565,-58.375211,San Telmo,
-34.5927697,-58.4762894,Agronomía,
-34.5709343,-58.44646454,Colegiales,
-34.5771148,-58.4457079,Colegiales,
-34.5963684,-58.398667,Recoleta,
-34.6094317,-58.377367,Monserrat,
-34.6003916,-58.4305034,Almagro,
-34.5974035,-58.4262648,Villa Crespo,
-34.6092102,-58.5029213,Villa Devoto,
-34.6220923,-58.3652494,Puerto Madero,
-34.6220923,-58.3652494,Puerto Madero,
-34.6220923,-58.3652494,Puerto Madero,
-34.6124885,-58.4778106,Villa Santa Rita,
-34.57634735,-58.50235748,Villa Pueyrredón,Barrio Albarellos
-34.5801393,-58.4963066,Villa Pueyrredón,
-34.5801393,-58.4963066,Villa Pueyrredón,
-34.5475568,-58.4703691,Saavedra,
-34.5286331,-58.456563,Núñez,
-34.6014098,-58.4263601,Almagro,
-34.5676136,-58.4345512,Palermo,Las Cañitas
-34.5835173,-58.4380271,Palermo,Palermo Hollywood
-34.5820305,-58.4320205,Palermo,Palermo Hollywood
-34.5713512495,-58.4334325271,Palermo,Las Cañitas
-34.5949863,-58.4273033,Palermo,
-34.5682349778,-58.4354054557,Palermo,Las Cañitas
-34.5811418,-58.4327413,Palermo,Palermo Hollywood
-34.5841211,-58.4401866,Palermo,Palermo Hollywood
-34.5740427599,-58.4401279714,Palermo,Palermo Hollywood
-34.5856231,-58.4206808,Palermo,Palermo Soho
-34.5840843,-58.44222,Palermo,Palermo Hollywood
-34.5723206,-58.4335469,Palermo,Las Cañitas
-34.5679353,-58.4458391,Palermo,
-34.5622352,-58.4507545,Belgrano,Barrio Chino
-34.6084684,-58.4557472,Caballito,
-34.556759,-58.4810166,Saavedra,
-34.610313,-58.4072158,Balvanera,Once
-34.6142433,-58.4049758,Balvanera,Once
-34.610313,-58.4072158,Balvanera,Once
-34.631762,-58.4451028,Parque Chacabuco,
-34.6084684,-58.4557472,Caballito,
-34.6064996,-58.4356338,Caballito,
-34.5806413,-58.4464169,Colegiales,
-34.5895786,-58.4062962,Recoleta,
-34.5905277474,-58.4056042563,Recoleta,
-34.612656,-58.503689,Monte Castro,
-34.6003916,-58.4305034,Almagro,
-34.5927275,-58.4341521,Villa Crespo,
-34.5744862,-58.4801722,Villa Urquiza,
-34.5711362,-58.478819,Villa Urquiza,
-34.57469177,-58.48475647,Villa Urquiza,
-34.5801393,-58.4963066,Villa Pueyrredón,
-34.5859731533,-58.4971085446,Villa Pueyrredón,
-34.6046886,-58.3977209,Balvanera,Once
-34.5485316,-58.4567197,Núñez,
-34.555681,-58.448814,Belgrano,Barrio Chino
-34.5475568,-58.4703691,Saavedra,
-34.5443532,-58.4618623,Núñez,
-34.5867231,-58.4096229,Palermo,Alto Palermo
-34.5751208,-58.4238097,Palermo,Palermo Pacífico
-34.5829094,-58.4240148,Palermo,Palermo Soho
-34.5818191,-58.4307325,Palermo,Palermo Hollywood
-34.5905216,-58.4111009,Recoleta,
-34.5849197,-58.426264,Palermo,Palermo Soho
-34.596589,-58.3798239,Retiro,
-34.5736861,-58.4211621,Palermo,Palermo Pacífico
-34.5939624,-58.4171108,Palermo,
-34.5907387675,-58.4113460963,Recoleta,
-34.5546916,-58.4651075,Núñez,
-34.5682564,-58.4462972,Palermo,
-34.5590706447,-58.4535191786,Belgrano,Barrio Chino
-34.564081,-58.4649206,Belgrano,Belgrano R
-34.5523409,-58.4379822,Belgrano,Bajo Belgrano
-34.5919441,-58.3962691,Recoleta,
-34.5888309,-58.391226,Recoleta,La Isla
-34.5979747,-58.3960942,Recoleta,
-34.5562506,-58.4800623,Saavedra,
-34.6007417,-58.4070521,Balvanera,Abasto
-34.62975,-58.4499542,Caballito,
-34.6228975,-58.4394745,Caballito,
-34.6079338,-58.4497174,Caballito,
-34.6104082,-58.4086452,Balvanera,Once
-34.5804946,-58.4479473,Colegiales,
-34.5700694417,-58.4486395534,Colegiales,
-34.5994789,-58.38799,San Nicolás,
-34.5953909,-58.4032702,Recoleta,
-34.5722317,-58.4314464,Palermo,Las Cañitas
-34.5953909,-58.4032702,Recoleta,
-34.5947209,-58.4442897,Villa Crespo,
-34.6005631,-58.425292,Almagro,
-34.6159233,-58.5197751,Villa Devoto,
-34.6082457,-58.363794,Puerto Madero,
-34.5691655,-58.4874813,Villa Urquiza,
-34.5720545,-58.4745649,Villa Urquiza,
-34.6181714,-58.4944961,Monte Castro,
-34.6181714,-58.4944961,Monte Castro,
-34.58228,-58.5123526,Villa Pueyrredón,Barrio Albarellos
-34.6351211,-58.4513154,Parque Chacabuco,
-34.5374599,-58.4706604,Saavedra,
-34.5440035,-58.4607183,Núñez,
-34.5429116,-58.4621465,Núñez,
-34.5431413,-58.4785964,Saavedra,
-34.599952,-58.414128,Almagro,
-34.6544337,-58.5243738,Liniers,
-34.5794167,-58.4112346,Palermo,Palermo Norte
-34.5712671498,-58.4333861651,Palermo,Las Cañitas
-34.5880921791,-58.4169022137,Palermo,Alto Palermo
-34.5652476,-58.4382671,Palermo,Las Cañitas
-34.5746469,-58.4394817,Palermo,Palermo Hollywood
-34.5790864329,-58.4085308968,Palermo,Palermo Norte
-34.5646466,-58.4373871,Palermo,Las Cañitas
-34.5765182,-58.4248386,Palermo,Palermo Pacífico
-34.571179,-58.431863,Palermo,Las Cañitas
-34.5790511,-58.4328077,Palermo,Palermo Hollywood
-34.587551,-58.428425,Palermo,Palermo Soho
-34.5648415,-58.43589,Palermo,Las Cañitas
-34.5612138,-58.4618846,Belgrano,
-34.5606328,-58.4581939,Belgrano,Barrio Chino
-34.5575986,-58.4419798,Belgrano,Bajo Belgrano
-34.5688688,-58.44234,Palermo,
-34.5623919,-58.452693,Belgrano,Barrio Chino
-34.55859832,-58.4567229302,Belgrano,Barrio Chino
-34.559804,-58.449174,Belgrano,Barrio Chino
-34.5688688,-58.44234,Palermo,
-34.5547004037,-58.4396639537,Belgrano,Bajo Belgrano
-34.5709068751,-58.4424543876,Palermo,
-34.622257017,-58.5146163032,Monte Castro,
-34.5904812633,-58.3913726418,Recoleta,La Isla
-34.59749,-58.3969624,Recoleta,
-34.5900336,-58.3937822,Recoleta,La Isla
-34.6261358,-58.4363441,Caballito,
-34.6197321,-58.4296198,Caballito,
-34.6210894,-58.4320306,Caballito,
-34.620597745,-58.3857477148,Constitución,
-34.5987442,-58.3841814,Retiro,
-34.5980175,-58.4403834,Villa Crespo,
-34.5646625786,-58.4924151153,Villa Urquiza,
-34.6044673,-58.5007647,Villa del Parque,
-34.614265,-58.4340072,Caballito,
-34.6482415,-58.525941,Liniers,
-34.5940398,-58.4144136,Palermo,
-34.5878735,-58.4201095,Palermo,Alto Palermo
-34.5649204909,-58.4457429872,Belgrano,Barrio Chino
-34.5605195,-58.4446098,Belgrano,Barrio Chino
-34.5629292,-58.4436931,Belgrano,Barrio Chino
-34.614265,-58.4340072,Caballito,
-34.5932175,-58.3900927,Recoleta,
-34.6331479,-58.363404,La Boca,
-34.5477153,-58.4497268,Belgrano,Barrio River
-34.5575319026,-58.4663740709,Belgrano,
-34.5639193,-58.4453696,Belgrano,Barrio Chino
-34.6256201,-58.4905053,Floresta,
-34.610727,-58.4440012,Caballito,
-34.6000027,-58.376575,San Nicolás,
-34.5879065,-58.3866937,Recoleta,La Isla
-34.587315,-58.4171741,Palermo,Alto Palermo
-34.62308,-58.4729002,Flores,
-34.6523516,-58.5292567,Liniers,
-34.6391873,-58.5122978,Liniers,
-34.6472076,-58.5036548,Mataderos,
-34.6373107,-58.5000897,Villa Luro,
-34.6272462,-58.5081687,Villa Luro,
-34.573335176,-58.4313240079,Palermo,Las Cañitas
-34.6709115,-58.4853953,Villa Lugano,
-34.6051737,-58.414683,Almagro,
-34.623386,-58.486206,Floresta,
-34.60316,-58.4581158,La Paternal,
-34.5958712,-58.4082661,Recoleta,
-34.5942238,-58.3833628,Retiro,
-34.622087,-58.371385,San Telmo,
-34.5903607,-58.4004782,Recoleta,
-34.6291003,-58.5014441,Vélez Sarsfield,
-34.6067682,-58.3665912,Puerto Madero,
-34.595707,-58.383098,Retiro,
-34.5799131,-58.4248147,Palermo,Palermo Pacífico
-34.655613,-58.388657,Barracas,
-34.645285,-58.387562,Barracas,
-34.5587424,-58.451243,Belgrano,Barrio Chino
-34.5612389,-58.462696,Belgrano,
-34.556233,-58.454044,Belgrano,Barrio Chino
-34.6266525,-58.4905814,Floresta,
-34.640503,-58.473988,Parque Avellaneda,
-34.6188692,-58.4322381,Caballito,
-34.6207744,-58.5024721,Monte Castro,
-34.6105666,-58.5046541,Villa Devoto,
-34.6109553616,-58.3617006079,Puerto Madero,
-34.574026,-58.500678,Villa Urquiza,
-34.6298386,-58.4081294,Parque Patricios,
-34.615703,-58.465154,Villa General Mitre,
-34.6001344,-58.3792991,San Nicolás,
-34.6494993,-58.5214406,Liniers,
-34.6494246,-58.5024221,Mataderos,
-34.6415128,-58.5044322,Villa Luro,
-34.5610748,-58.4494516,Belgrano,Barrio Chino
-34.5610748,-58.4494516,Belgrano,Barrio Chino
-34.6060476,-58.4199407,Almagro,
-34.596739,-58.413482,Recoleta,
-34.5748676656,-58.4376682318,Palermo,Las Cañitas
-34.5874292,-58.4178798,Palermo,Alto Palermo
-34.585427,-58.416733,Palermo,Alto Palermo
-34.579165,-58.431378,Palermo,Palermo Hollywood
-34.6505807,-58.4116288,Nueva Pompeya,
-34.6505807,-58.4116288,Nueva Pompeya,
-34.5644328,-58.4613569,Belgrano,Belgrano R
-34.5526123925,-58.4554847704,Belgrano,Barrio Chino
-34.5525063565,-58.4551414476,Belgrano,Barrio Chino
-34.563848,-58.459275,Belgrano,Belgrano R
-34.626333,-58.486349,Floresta,
-34.6282465,-58.4844109,Floresta,
-34.5877829,-58.383857,Retiro,
-34.5531362,-58.4727145,Núñez,
-34.5608781,-58.4700248,Coghlan,
-34.612225,-58.401566,Balvanera,Once
-34.6233527,-58.4361058,Caballito,
-34.572672,-58.4462081,Colegiales,
-34.623167,-58.517425,Monte Castro,
-34.5874292,-58.4178798,Palermo,Alto Palermo
-34.6034209,-58.4476202,Villa Crespo,
-34.603691,-58.363404,Puerto Madero,
-34.623571,-58.399758,San Cristóbal,
-34.5692249,-58.4896397,Villa Urquiza,
-34.567462,-58.48223,Villa Urquiza,
-34.567462,-58.48223,Villa Urquiza,
-34.567462,-58.48223,Villa Urquiza,
-34.5849277,-58.4756852,Parque Chas,
-34.5741419,-58.4724007,Villa Urquiza,
-34.570786,-58.486069,Villa Urquiza,
-34.6525348,-58.4758509,Parque Avellaneda,
-34.576751,-58.507143,Villa Pueyrredón,Barrio Albarellos
-34.610886,-58.471416,Villa General Mitre,
-34.6127179,-58.4221086,Almagro,
-34.5925992,-58.3926311,Recoleta,
-34.6456416,-58.5216241,Liniers,
-34.638793,-58.503615,Villa Luro,
-34.6093583,-58.3621797,Puerto Madero,
-34.57693,-58.422378,Palermo,Palermo Pacífico
-34.583527,-58.406284,Palermo,
-34.645046,-58.423019,Nueva Pompeya,
-34.558686,-58.4463,Belgrano,Barrio Chino
-34.5717822,-58.4629212,Belgrano,Belgrano R
-34.5608504,-58.466155,Belgrano,
-34.5688736,-58.4576473,Belgrano,
-34.595942,-58.390104,Recoleta,
-34.5947555467,-58.4005376045,Recoleta,
-34.549679,-58.485636,Saavedra,
-34.6090471,-58.4445166,Caballito,
-34.596308,-58.39843,Recoleta,
-34.626039,-58.502233,Vélez Sarsfield,
-34.6100458,-58.3613825,Puerto Madero,
-34.6525348,-58.4758509,Parque Avellaneda,
-34.56089,-58.4520935,Belgrano,Barrio Chino
-34.5604596,-58.4536803,Belgrano,Barrio Chino
-34.547168,-58.450327,Belgrano,Barrio River
-34.6253707,-58.4432079,Caballito,
-34.588269,-58.433479,Palermo,Palermo Hollywood
-34.605505,-58.457866,Caballito,
-34.56901,-58.455015,Colegiales,
-34.56901,-58.455015,Colegiales,
-34.56901,-58.455015,Colegiales,
-34.63462,-58.473487,Floresta,
-34.57003784,-58.4503212,Colegiales,
-34.5730445,-58.4860576,Villa Urquiza,
-34.626415,-58.465217,Flores,
-34.597677,-58.402784,Recoleta,
-34.628258,-58.466648,Flores,
-34.6125526,-58.3832055,Monserrat,
-34.57003784,-58.4503212,Colegiales,
-34.6058,-58.4274,Almagro,
-34.629921,-58.37253,Barracas,
-34.5540684,-58.4824972,Saavedra,
-34.619391,-58.484184,Villa Santa Rita,
-34.605466,-58.460784,Villa General Mitre,
-34.6459749,-58.5223692,Liniers,
-34.55470657,-58.46105957,Núñez,
-34.57669449,-58.46586609,Villa Ortúzar,
-34.55438995,-58.46024323,Belgrano,
-34.5666706,-58.4952566,Villa Urquiza,
-34.57086945,-58.47246933,Villa Urquiza,
-34.57819748,-58.46767807,Villa Ortúzar,
-34.582515,-58.413352,Palermo,Palermo Botánico
-34.6012434,-58.3782384,San Nicolás,
-34.605837,-58.446643,Villa Crespo,
-34.602673276,-58.3838576535,San Nicolás,
-34.6260854,-58.4609949,Flores,
-34.5471102631,-58.4573078156,Núñez,
-34.5448121,-58.4598162,Núñez,
-34.5482229,-58.4558864,Núñez,
-34.5507541,-58.4636004,Núñez,
-34.5452095,-58.4628614,Núñez,
-34.612494,-58.428814,Almagro,
-34.6027525,-58.4269219,Almagro,
-34.6416274,-58.5107208,Liniers,
-34.6416274,-58.5107208,Liniers,
-34.6416274,-58.5107208,Liniers,
-34.6464263,-58.5179513,Liniers,
-34.6456233,-58.522553,Liniers,
-34.6462703,-58.5201662,Liniers,
-34.6416274,-58.5107208,Liniers,
-34.6416274,-58.5107208,Liniers,
-34.6416274,-58.5107208,Liniers,
-34.573524,-58.4405828,Palermo,Las Cañitas
-34.5819781,-58.430423,Palermo,Palermo Hollywood
-34.5719278,-58.4218165,Palermo,Palermo Pacífico
-34.5734629,-58.4363613,Palermo,Las Cañitas
-34.5758,-58.4337,Palermo,Las Cañitas
-34.5905668,-58.4172608,Palermo,Alto Palermo
